"issue","closedAt","pr","fate","clause","title"
"18497","2025-01-31T19:42:40Z","18532","EXCLUDED","2a no test file in diff","Global Search generates exception when search string matches virtual circuit id"
"18181","2025-01-31T19:33:27Z","18542","EXCLUDED","2a no test file in diff","Create & Add another IP address on interfaces is not working correctly "
"18154","2025-01-31T19:25:21Z","18544","EXCLUDED","2a no test file in diff","Cannot change default table preferences for anonymous users"
"18383","2025-01-31T04:22:59Z",,"EXCLUDED","4d not closed-as-completed","Import Wireless Links"
"18515","2025-01-28T20:20:53Z","18516","EXCLUDED","2a no test file in diff","Djangos collectstatic fails with DEBUG=True and no Redis service running"
"18433","2025-01-27T18:50:29Z","18444","EXCLUDED","2a no test file in diff","MAC address not shown as ""primary for interface"" in MAC address detail view"
"18481","2025-01-24T14:08:24Z",,"EXCLUDED","4d not closed-as-completed","Sorting prefixes by scope causes server error"
"18456","2025-01-24T00:50:14Z","18450","EXCLUDED","2a no test file in diff","Duplicate MAC address attribute"
"18447","2025-01-24T00:50:14Z","18450","EXCLUDED","2a no test file in diff","Sort by MAC address crashes ""interfaces"" tab view..."
"18436","2025-01-24T00:45:55Z","18445","EXCLUDED","2a no test file in diff","Unassigning MAC Address from interface does not reset primary mac address"
"17797","2025-01-21T15:16:02Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Updating an interface via the api and sending lowercase mac_address creates a pointless changelog"
"18438","2025-01-21T14:48:36Z","18439","EXCLUDED","2a no test file in diff","IPAM migration 0072 not performant with large number of existing prefixes"
"18446","2025-01-21T13:38:16Z",,"EXCLUDED","4d not closed-as-completed","Sort by MAC address cashes ""interface"" tab view..."
"18420","2025-01-21T12:40:21Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Get devices filter on site_group slug"
"18442","2025-01-21T03:08:57Z",,"EXCLUDED","4d not closed-as-completed","Unable to add device to a cluster, resulting in a error"
"18369","2025-01-17T19:02:14Z","18388","EXCLUDED","2a no test file in diff","JSON serializer issue for Protection Rules defined in configuration.py"
"18392","2025-01-17T18:14:06Z","18427","EXCLUDED","2a no test file in diff","Virtual Machine wrongfully inheriting config context from site's location"
"18379","2025-01-17T15:25:23Z","18424","EXCLUDED","2a no test file in diff","XSS in RSS Feed Summary Tag can lead to RCE or SuperUser Creation - CVE-2024-56915"
"18400","2025-01-17T14:04:52Z","18401","EXCLUDED","2a no test file in diff","4.2x Netbox version breaks Django-storage STORAGE_BACKEND"
"18406","2025-01-17T13:52:13Z","18418","EXCLUDED","2a no test file in diff","Unable to View IPAM > Prefixes when sorting by SCOPE"
"18336","2025-01-17T13:45:18Z","18395","EXCLUDED","2a no test file in diff","After changing Rack to use ""too small"" RackType, not able to change RackType again, remove it, or make other edits to Rack"
"18373","2025-01-17T13:35:18Z","18375","EXCLUDED","2a no test file in diff","Cannot Assign devices to Cluster"
"18350","2025-01-17T13:28:44Z","18351","EXCLUDED","2a no test file in diff","Global search which matches CircuitTermination results in ""CircuitTermination has no field named 'site'"""
"18415","2025-01-16T16:39:31Z",,"EXCLUDED","4d not closed-as-completed","Change of Mac addresses not possible via API"
"18394","2025-01-15T11:25:09Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","mac address object cannot be assigned an interface via REST API"
"18146","2025-01-11T04:22:58Z",,"EXCLUDED","4d not closed-as-completed","Patch Terminaison C├óbles "
"18376","2025-01-10T14:10:38Z","18377","EXCLUDED","2a no test file in diff","Tagged VLANs not showing in interface table when using 802.1Q Mode = Q-in-Q (802.1ad). "
"18368","2025-01-09T19:53:05Z","18370","EXCLUDED","2a no test file in diff","Tags on MAC addresses can be created/accessed with the web UI but not the API"
"18363","2025-01-09T18:55:20Z","18367","SURVIVOR","","cant create vm mac-address via api"
"18359","2025-01-09T17:02:27Z",,"EXCLUDED","4d not closed-as-completed","Fix wrong <code>'s"
"18282","2025-01-08T14:54:02Z","18335","EXCLUDED","2a no test file in diff","Unable to sort prefixes by VLAN name/ID (regardless of site)"
"18329","2025-01-08T13:59:56Z","18345","EXCLUDED","2a no test file in diff","[GraphQL] Only one primary IP is shown when querying"
"18337","2025-01-08T05:27:14Z",,"EXCLUDED","4d not closed-as-completed","Breadcrumb link error?"
"18316","2025-01-07T15:47:06Z","18322","EXCLUDED","2a no test file in diff","Server error in search"
"18314","2025-01-07T15:40:00Z","18315","EXCLUDED","2a no test file in diff","Server Error then login with superuser Account"
"18327","2025-01-07T15:35:51Z",,"EXCLUDED","4d not closed-as-completed","error after update to NetBox 4.2.0: requires_internet"
"18324","2025-01-07T15:34:41Z","18326","EXCLUDED","2a no test file in diff","Link to prefixes in Site view is wrong"
"18328","2025-01-07T15:30:10Z",,"EXCLUDED","4d not closed-as-completed","'GenericRel' object has no attribute 'verbose_name' error when trying to search something on Netbox"
"18318","2025-01-07T15:28:28Z","18325","EXCLUDED","2a no test file in diff","Mentoning of manufacturer is double in ""Module Types/Interface"""
"18263","2025-01-06T14:54:14Z","18264","EXCLUDED","2a no test file in diff","Cable terminations are not refreshed correctly on API PATCH of Cable"
"18288","2025-01-06T14:53:03Z","18298","EXCLUDED","2a no test file in diff","Error when selcting to view IP address details"
"18008","2025-01-04T04:22:58Z",,"EXCLUDED","4d not closed-as-completed","Cable bulk import unsupported for power feed terminations"
"18289","2025-01-03T17:35:05Z","18292","EXCLUDED","2a no test file in diff","Module Types cannot be sorted by ""Last updated"""
"18271","2025-01-03T17:34:00Z","18272","EXCLUDED","2a no test file in diff","IPSec-Proposal optional field is required when sending HTTP Post request via API"
"18222","2025-01-03T14:39:07Z","18273","SURVIVOR","","Event action_data not passed to webhooks"
"18278","2024-12-30T19:00:37Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","MAC Addresses table missing Description column"
"18203","2024-12-30T17:36:56Z","18254","EXCLUDED","2a no test file in diff","Graceful error handling for selecting a scope type without a specific scope instance"
"18182","2024-12-27T21:12:14Z",,"EXCLUDED","4d not closed-as-completed","Error while serializing object"
"18260","2024-12-23T15:27:26Z","18262","EXCLUDED","2a no test file in diff","Object changes are not logged after upgrade to v4.1.9"
"18201","2024-12-19T11:38:50Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","unable to create a mac-address linked to a virtual machine interface via api"
"18259","2024-12-18T19:05:46Z",,"EXCLUDED","4d not closed-as-completed","Server Error: <class 'AttributeError'>, 'VirtualMachine' object has no attribute 'oob_ip_id'"
"17868","2024-12-17T20:39:31Z","18244","EXCLUDED","2a no test file in diff","Cable Trace leads to ""division by zero"" if the last cable is not connected"
"18230","2024-12-16T15:17:23Z","18232","EXCLUDED","2a no test file in diff","'VirtualMachine' object has no attribute 'oob_ip_id'"
"18124","2024-12-16T15:14:18Z","18238","EXCLUDED","2a no test file in diff","GraphQL: Querying of cable within a cabletermination_set of an device can only return the ID but no the corresponding cable"
"18213","2024-12-12T14:03:29Z","18219","EXCLUDED","2a no test file in diff","ASN Range search does not work"
"18150","2024-12-12T14:00:51Z","18151","SURVIVOR","","MAX_PAGE_SIZE not being enforced if ""limit"" query param is missing"
"18021","2024-12-12T13:16:30Z","18174","EXCLUDED","2a no test file in diff","Swagger not updating when new API endpoints added in plugin"
"17820","2024-12-11T14:14:18Z","18084","EXCLUDED","2a no test file in diff","Custom fields default value on Objects from modules are not set"
"18192","2024-12-11T13:27:32Z","18199","EXCLUDED","2a no test file in diff","Searching for a MAC address results in server error"
"18194","2024-12-10T21:23:49Z","18197","EXCLUDED","2a no test file in diff","Unable to select scope type while bulk editing prefixes"
"18183","2024-12-10T15:31:47Z","18185","EXCLUDED","2a no test file in diff","Hide Light/Dark Mode and Login Info from Printed Pages"
"18043","2024-12-09T18:16:02Z",,"EXCLUDED","4d not closed-as-completed","Stored Cross Site Scripting Vulnerability in ""Configuration History"" function in Netbox 4.1.6"
"17983","2024-12-06T14:04:58Z",,"EXCLUDED","4d not closed-as-completed","Failed jobs doesn't display Exception message in RQ Task view"
"18109","2024-12-05T21:08:33Z",,"EXCLUDED","4d not closed-as-completed","MAX_PAGE_SIZE may not be working as expected"
"18032","2024-12-05T20:41:24Z",,"EXCLUDED","4d not closed-as-completed","Server error after updated object "
"17979","2024-12-05T20:21:35Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","when editing vlans with the api, vlans without a group are considered as one group, resulting in duplicate-errors"
"18132","2024-12-05T19:03:32Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Change of rack location via API does not work"
"17810","2024-12-05T18:35:48Z","18162","EXCLUDED","2a no test file in diff","Can't place multiple devices in rack with non-racked device (using API)"
"18163","2024-12-05T15:53:39Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","GraphQL: NOT-Filter (here for tenants_list) not honored for group(_id) and results includes the filtered group"
"18156","2024-12-05T08:40:43Z",,"EXCLUDED","4d not closed-as-completed","Unable to load / endpoint when logged out after upgrade from 4.0.11"
"17957","2024-11-29T04:23:47Z",,"EXCLUDED","4d not closed-as-completed","Netbox Documentation Markdown Not Working Correctly"
"18112","2024-11-28T20:27:29Z",,"EXCLUDED","4d not closed-as-completed","HTTP_PROXIES no_proxy option gets completely ignored"
"18104","2024-11-27T08:45:53Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Incorrect display of virtual disk volume"
"18066","2024-11-22T14:08:05Z",,"EXCLUDED","4d not closed-as-completed","Render Config fails with DataFile templates using dynamic include statements"
"18004","2024-11-21T13:54:21Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Job scheduling is not working"
"17923","2024-11-21T13:44:00Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Custom Script CLI and API execution not working"
"17921","2024-11-21T13:44:00Z","17932","EXCLUDED","2a no test file in diff","Custom Script Scheduling Broken"
"18037","2024-11-20T21:03:57Z","18041","EXCLUDED","2a no test file in diff","vlan group with large ID makes UI crash"
"18038","2024-11-20T19:33:52Z","18039","EXCLUDED","2a no test file in diff","DeviceType._abs_weight being stored as float value though it is a PositiveBigIntegerField"
"17850","2024-11-16T04:23:38Z",,"EXCLUDED","4d not closed-as-completed","Custom Link is not shown with example out of docs/customization/custom-links.md"
"17851","2024-11-16T04:23:36Z",,"EXCLUDED","4d not closed-as-completed","Power and console cables status isn't shown correctly"
"17883","2024-11-16T04:23:34Z",,"EXCLUDED","4d not closed-as-completed","Graphql filters to same attribute"
"17986","2024-11-12T19:53:58Z","17992","EXCLUDED","2a no test file in diff","Incorrect disk size unit when bulk editing VMs"
"17969","2024-11-12T19:35:11Z","17991","SURVIVOR","","Server Error on exporting netbox ""System Info"""
"17963","2024-11-12T19:33:58Z","17994","EXCLUDED","2a no test file in diff","Select all with bulk edit only changes the currently visible objects"
"17985","2024-11-12T17:58:54Z",,"EXCLUDED","4d not closed-as-completed","OpenAPI Specs do not match API Endpoints - specifically around Nested Object Counts"
"17972","2024-11-12T17:19:39Z","17990","SURVIVOR","","Media files are reachable unauthenticated"
"17928","2024-11-04T15:03:54Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","manage.py runscript - Name cannot be blank"
"17895","2024-11-01T18:51:42Z","17901","EXCLUDED","2a no test file in diff","GraphiQL UI depends on external Javascript resources"
"17884","2024-10-30T12:48:38Z","17888","EXCLUDED","2a no test file in diff","Bug in translation variables in tab labels"
"17892","2024-10-30T11:56:50Z",,"EXCLUDED","4d not closed-as-completed","manage.py runscript broken in 4.1.5"
"17843","2024-10-30T10:02:21Z",,"EXCLUDED","4d not closed-as-completed","Power Utilization not fully calculated"
"17885","2024-10-29T20:47:16Z","17886","EXCLUDED","2a no test file in diff","Fix #17685 seems to break script functionality in 4.1.5"
"17879","2024-10-29T11:57:37Z",,"EXCLUDED","4d not closed-as-completed","[Blocks all PRs]┬áFailing test_background_task_stop test"
"17870","2024-10-28T12:26:08Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","SSO ""Microsoft Azure AD"" box changed to ""azuread-tenant-oauth2"" after updating from 4.1.3 to 4.1.4"
"17838","2024-10-24T13:04:50Z","17840","EXCLUDED","2a no test file in diff","Fix shebang in netbox/manage.py"
"17802","2024-10-18T13:49:18Z","17805","EXCLUDED","2a no test file in diff","Update the list view bulk Rename buttons to have an opaque background"
